654320010   WSWH        RAPE        WSWH        POTA        WBAR        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        MAIZ        OATS        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        GRAS        
654320010   7           0           5.3         0           5.3         0           4.8         0           4.2         0           4           0           4.1         0           4.1         0           4           0           3.9         0           3.5         0           2.8         0           2           0           1.8         0           1.6         0           1.6         0           1.7         0           2           1.7         0           1.7         0           1.6         0           1.6         0           1.7         0           1.7         0           1.7         0           1.7         0           1.8         0           1.8         0           1.8         0           1.8         0           .5          
654320010   2.9         0           2.2         0           2.2         0           2           0           1.8         0           1.7         0           1.7         0           1.7         0           1.7         0           1.6         0           1.4         0           1.1         0           .8          0           .8          0           .7          0           .7          0           .7          0           .8          .7          0           .7          0           .7          0           .7          0           .7          0           .7          0           .7          0           .7          0           .7          0           .7          0           .7          0           .7          0           .2          
654320010   4.7         0           3.4         0           3.4         0           2.7         0           2.1         0           1.8         0           1.8         0           1.9         0           1.7         0           1.6         0           1.3         0           1.1         0           .8          0           .9          0           .9          0           1           0           1           0           1.2         1           0           1           0           .9          0           .9          0           .9          0           .9          0           .9          0           .9          0           .9          0           .9          0           .9          0           .9          0           0           
654320010   0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           27.2        
654320010   0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           28.9        
654320010   0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           67.2        
654320010   26.8        0           20.1        0           20.1        0           18.1        0           16.1        0           15.2        0           15.4        0           15.7        0           15.3        0           14.8        0           13.3        0           10.5        0           7.7         0           7           0           6.2         0           6           0           6.3         0           7.8         6.5         0           6.3         0           6.1         0           6.2         0           6.3         0           6.4         0           6.5         0           6.6         0           6.7         0           6.7         0           6.8         0           6.9         0           1.9         
654320010   28.4        0           21.3        0           21.3        0           19.2        0           17          0           16.1        0           16.4        0           16.6        0           16.2        0           15.7        0           14          0           11.1        0           8.2         0           7.4         0           6.6         0           6.4         0           6.7         0           8.2         6.9         0           6.7         0           6.5         0           6.6         0           6.7         0           6.8         0           6.9         0           7           0           7.1         0           7.1         0           7.2         0           7.3         0           2           
654320010   37.9        0           27.9        0           27.4        0           22.2        0           17.1        0           14.6        0           14.8        0           15          0           13.8        0           12.6        0           10.9        0           8.8         0           6.6         0           7           0           7.5         0           7.8         0           8.1         0           9.7         8.1         0           7.7         0           7.3         0           7.3         0           7.4         0           7.5         0           7.5         0           7.5         0           7.6         0           7.6         0           7.6         0           7.6         0           0           
654320010   0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           272         
654320010   12.7        12.1        11.5        10.9        10.2        9.8         9.3         8.8         8.3         7.9         7.8         7.8         7.8         7.8         7.8         7.8         7.8         7.8         7.8         7.8         7.8         7.7         7.7         7.7         7.7         7.7         7.7         7.6         7.6         7.6         7.6         7.6         7.6         7.6         7.6         7.6         7.6         7.6         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         
654320010   1467        868         2078        917         2191        944         2203        949         2215        954         2223        956         2228        958         2233        1007        2180        1101        2126        1196        2072        1367        2018        1537        1963        1662        2053        1741        2142        1820        2231        1849        2321        1878        2699        2078        1924        2456        1956        2485        1998        2533        2051        2581        2104        2629        2159        2678        2213        2726        2267        2771        2319        2816        2372        2863        2427        2911        2481        3560        
654320010   0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           161         
654320010   0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           164         
654320010   0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           236         
654320010   SBAR        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        MAIZ        OATS        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        WRYE        PULS        GRAS        
654320010   0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           4.9         0           9.8         0           14          0           17.5        0           21          0           22.2        0           23.4        5.9         0           25.4        0           26.7        0           28.5        0           30.7        0           33          0           35.2        0           37.5        0           39.8        0           42          0           44.2        0           46.5        0           48.8        53.3        
654320010   0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           2.1         0           4.2         0           6           0           7.5         0           9           0           9.5         0           10          2.5         0           10.9        0           11.4        0           12.2        0           13.2        0           14.1        0           15.1        0           16.1        0           17.1        0           18          0           19          0           19.9        0           20.9        22.8        
654320010   0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           6.9         
654320010   0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           6.7         
654320010   7           0           5.3         0           5.3         0           4.8         0           4.2         0           4           0           4.1         0           4.1         0           4           0           3.9         0           3.5         0           2.8         0           2           0           1.8         0           1.6         0           1.6         0           1.7         0           2           1.7         0           1.7         0           1.6         0           1.6         0           1.7         0           1.7         0           1.7         0           1.7         0           1.8         0           1.8         0           1.8         0           1.8         0           .5          
654320010   2.9         0           2.2         0           2.2         0           2           0           1.8         0           1.7         0           1.7         0           1.7         0           1.7         0           1.6         0           1.4         0           1.1         0           .8          0           .8          0           .7          0           .7          0           .7          0           .8          .7          0           .7          0           .7          0           .7          0           .7          0           .7          0           .7          0           .7          0           .7          0           .7          0           .7          0           .7          0           .2          
654320010   4.7         0           3.4         0           3.4         0           2.7         0           2.1         0           1.8         0           1.8         0           1.9         0           1.7         0           1.6         0           1.3         0           1.1         0           .8          0           .9          0           .9          0           1           0           1           0           1.2         1           0           1           0           .9          0           .9          0           .9          0           .9          0           .9          0           .9          0           .9          0           .9          0           .9          0           .9          0           0           
654320010   0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           27.2        
654320010   0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           28.9        
654320010   0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           67.2        
654320010   26.8        0           20.1        0           20.1        0           18.1        0           16.1        0           15.2        0           15.4        0           15.7        0           15.3        0           14.8        0           13.3        0           10.5        0           7.7         0           7           0           6.2         0           6           0           6.3         0           7.8         6.5         0           6.3         0           6.1         0           6.2         0           6.3         0           6.4         0           6.5         0           6.6         0           6.7         0           6.7         0           6.8         0           6.9         0           1.9         
654320010   28.4        0           21.3        0           21.3        0           19.2        0           17          0           16.1        0           16.4        0           16.6        0           16.2        0           15.7        0           14          0           11.1        0           8.2         0           7.4         0           6.6         0           6.4         0           6.7         0           8.2         6.9         0           6.7         0           6.5         0           6.6         0           6.7         0           6.8         0           6.9         0           7           0           7.1         0           7.1         0           7.2         0           7.3         0           2           
654320010   37.9        0           27.9        0           27.4        0           22.2        0           17.1        0           14.6        0           14.8        0           15          0           13.8        0           12.6        0           10.9        0           8.8         0           6.6         0           7           0           7.5         0           7.8         0           8.1         0           9.7         8.1         0           7.7         0           7.3         0           7.3         0           7.4         0           7.5         0           7.5         0           7.5         0           7.6         0           7.6         0           7.6         0           7.6         0           0           
654320010   0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           272         
654320010   12.7        12.1        11.5        10.9        10.2        9.8         9.3         8.8         8.3         7.9         7.8         7.8         7.8         7.8         7.8         7.8         7.8         7.8         7.8         7.8         7.8         7.7         7.7         7.7         7.7         7.7         7.7         7.6         7.6         7.6         7.6         7.6         7.6         7.6         7.6         7.6         7.6         7.6         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         7.7         
654320010   1467        868         2078        917         2191        944         2203        949         2215        954         2223        956         2228        958         2233        1007        2180        1101        2126        1196        2072        1367        2018        1537        1963        1662        2053        1741        2142        1820        2231        1849        2321        1878        2699        2078        1924        2456        1956        2485        1998        2533        2051        2581        2104        2629        2159        2678        2213        2726        2267        2771        2319        2816        2372        2863        2427        2911        2481        3560        
654320010   0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           161         
654320010   0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           164         
654320010   0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           236         
